brand,category,current_price,href,item_id,old_price,title
Nord,Цифрові піаніно,90558.0,https://rozetka.com.ua/ua/217010665/p217010665/,217010665,0.0,Сценічне піаніно Nord Electro 6D 73
Yamaha,Цифрові піаніно,206979.0,https://rozetka.com.ua/ua/194254390/p194254390/,194254390,0.0,Цифрове піаніно YAMAHA Clavinova CVP-805B
Yamaha,Цифрові піаніно,208875.0,https://rozetka.com.ua/ua/289036658/p289036658/,289036658,0.0,Цифрове піаніно YAMAHA Clavinova CLP-765GP (Polished Ebony)
Yamaha,Цифрові піаніно,129963.0,https://rozetka.com.ua/ua/289037153/p289037153/,289037153,0.0,Цифрове піаніно YAMAHA Clavinova CLP-745 (Polished Ebony)
Nord,Цифрові піаніно,80495.0,https://rozetka.com.ua/ua/347639511/p347639511/,347639511,79698.0,Сценічне піаніно Nord Electro 6D 61
Yamaha,Цифрові піаніно,109851.0,https://rozetka.com.ua/ua/289037273/p289037273/,289037273,0.0,Цифрове піаніно YAMAHA Clavinova CLP-745 (White)
Kurzweil,Цифрові піаніно,37440.0,https://rozetka.com.ua/ua/201607789/p201607789/,201607789,0.0,Сценічне піаніно Kurzweil MPS110
Yamaha,Цифрові піаніно,140427.0,https://rozetka.com.ua/ua/289037488/p289037488/,289037488,0.0,Цифрове піаніно YAMAHA Clavinova CLP-775 (White Ash)
Yamaha,Цифрові піаніно,109851.0,https://rozetka.com.ua/ua/289037333/p289037333/,289037333,0.0,Цифрове піаніно YAMAHA Clavinova CLP-745 (Black)
Kurzweil,Цифрові піаніно,82836.0,https://rozetka.com.ua/ua/212644639/p212644639/,212644639,0.0,Сценічне піаніно Kurzweil PC4
Kurzweil,Цифрові піаніно,90324.0,https://rozetka.com.ua/ua/313477366/p313477366/,313477366,0.0,Цифровий рояль Kurzweil k ag-100 WHP
Alfabeto,Цифрові піаніно,30450.0,https://rozetka.com.ua/ua/326464609/p326464609/,326464609,0.0,Цифрове піаніно Alfabeto Vivo (Black)
Kurzweil,Цифрові піаніно,99450.0,https://rozetka.com.ua/ua/238654567/p238654567/,238654567,0.0,Сценічне піаніно Kurzweil PC3K6
Alfabeto,Цифрові піаніно,45999.0,https://rozetka.com.ua/ua/326464612/p326464612/,326464612,0.0,Цифрове піаніно Alfabeto Maestro (Black)
Kurzweil,Цифрові піаніно,69030.0,https://rozetka.com.ua/ua/323992900/p323992900/,323992900,0.0,Цифровое пианино Kurzweil CUP410 SR
Medeli,Цифрові піаніно,23099.0,https://rozetka.com.ua/ua/353961660/p353961660/,353961660,0.0,Цифровое пианино Medeli SP4000
Kurzweil,Цифрові піаніно,69030.0,https://rozetka.com.ua/ua/298213393/p298213393/,298213393,0.0,Цифрове піаніно Kurzweil CUP410 SR
Korg,Цифрові піаніно,62700.0,https://rozetka.com.ua/ua/221668411/p221668411/,221668411,0.0,Цифрове піаніно Korg G1B Air BR
Yamaha,Цифрові піаніно,66117.0,https://rozetka.com.ua/ua/341679397/p341679397/,341679397,0.0,Цифровое пианино Yamaha Arius YDP-165 (Rosewood)
Yamaha,Цифрові піаніно,88269.0,https://rozetka.com.ua/ua/289036643/p289036643/,289036643,0.0,Цифрове піаніно YAMAHA Clavinova CLP-735 (White)
Yamaha,Цифрові піаніно,123327.0,https://rozetka.com.ua/ua/261215376/p261215376/,261215376,0.0,Цифрове піаніно Yamaha S70 XS
Yamaha,Цифрові піаніно,89547.0,https://rozetka.com.ua/ua/194276041/p194276041/,194276041,0.0,Цифрове сценічне піаніно YAMAHA CP73
Yamaha,Цифрові піаніно,88269.0,https://rozetka.com.ua/ua/263834401/p263834401/,263834401,0.0,Цифрове піаніно YAMAHA Clavinova CLP-735 (Rosewood)
Yamaha,Цифрові піаніно,73596.0,https://rozetka.com.ua/ua/326927932/p326927932/,326927932,0.0,Цифрове піаніно Yamaha P-515 Black
Kurzweil,Цифрові піаніно,57096.0,https://rozetka.com.ua/ua/358854117/p358854117/,358854117,0.0,"Цифрове піаніно Kurzweil M120 WH (стійка, 3 педалі, банкетка, пюпітр, блок живлення)"
